SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,1,-0.6258743270587842,1,1,-0.0020502613505026797,-0.524801334512721,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
1,1,0,1.5728692029539715,1,1,1.049792558876982,1.9799106874170591,0,False,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False
1,1,0,-1.2366364187289942,1,1,1.021544015521742,-0.9271594815183518,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
0,1,1,-0.21869959927864427,1,0,0.046138430255495945,-0.1798756247504196,0,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True
0,0,0,-1.2773538915070082,1,0,-1.4809445899483886,-0.998431326198871,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
1,0,0,-1.2773538915070082,1,0,-0.6484434004792416,-0.9873730437012121,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,1,1.6135866757319857,1,0,1.1677717693606342,2.1939028008198562,0,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
0,0,0,-1.114484000394952,1,1,0.16411764073914742,-0.8674535849990567,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0.5549323835036216,1,1,0.3336089008705903,0.5590427847787649,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0.06632271016745371,1,1,1.3821283630562824,0.55946216076171,1,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,0,-0.8701791637268682,1,1,1.0996429295038772,-0.5193715191545891,1,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
0,1,1,-0.9108966365048822,1,0,-0.5055390046821426,-0.797351578586753,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
0,1,1,1.5321517301759575,1,1,0.14750085053018241,1.1435425429035173,0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
0,1,1,-0.6258743270587842,1,0,-1.4626661207185272,-0.8227127893448566,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,0,1.2471294207298596,1,1,0.5014384819811368,1.1387307553097255,0,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False
0,1,0,-0.7887442181708402,1,1,0.38013591345569253,-0.5740890487188527,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
0,0,0,0.6770848018376636,1,1,0.6559746309245116,0.717257892449858,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,0,-1.2366364187289942,1,0,-0.5155090788075216,-0.9645280888407795,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,0,-1.2366364187289942,1,1,0.5280253463154813,-0.9437137966346074,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,0.7992372201717056,1,1,0.49811512393934404,0.8545924906543146,0,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False
0,1,1,1.4914342573979436,1,1,-0.020328730580364097,0.8706170676868501,0,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False
1,0,0,0.4327799651695797,1,1,0.8470677183276092,0.6872614734592031,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,-0.7073092726148122,1,1,1.1411849050262897,-0.37766658175944134,1,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
1,1,0,-0.3001345448346723,1,1,0.1574709246555613,-0.23364404024801774,0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
1,1,0,-0.9923315820609102,1,1,0.5280253463154813,-0.7277793102581696,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,1,1,1.1249770023958177,1,1,0.33527057989148673,0.9599000072138553,0,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False
1,0,0,-0.5851568542807702,1,1,1.0198823365008454,-0.2336881850883278,1,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,1,1,1.2471294207298596,1,1,1.1594633742561515,1.7787205777041664,0,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False
1,1,1,1.3692818390639017,1,1,1.4519188819339357,2.1164948233362457,0,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False
0,1,1,0.06632271016745371,1,0,-1.323085082963221,-0.6125612770490307,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,0,1.6135866757319857,1,1,1.420346980536902,2.459654739486146,0,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False
0,1,0,0.5956498562816357,1,1,1.187711917611392,1.0705931942912177,0,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,0,1.1249770023958177,1,1,0.8354359651813339,1.398854226836488,0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0,1,0,1.6135866757319857,0,0,-0.7531291787957212,0.3002215860411474,0,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
0,1,1,-0.5851568542807702,1,1,-0.344356139655182,-0.5848383173343413,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
0,0,0,-0.9516141092828962,1,0,0.984987077062019,-0.6289169403838912,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,-1.1959189459509803,1,1,0.35022569107955537,-0.8995910287447476,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False
0,1,0,0.5956498562816357,1,1,0.4698665805841037,0.604092594315135,0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0,0,-0.055829708166588284,1,0,0.4798366547094826,0.09503636828019808,0,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
0,1,1,0.7178022746156777,1,0,-1.4826062689692852,-0.5964042654955651,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,0,-0.9108966365048822,1,1,0.5014384819811368,-0.6156293434505767,0,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0,0,0,-1.2773538915070082,1,0,-0.5221557948911076,-0.9856955397694315,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0,1,1,0.7992372201717056,1,1,-1.4742978738648027,-0.5258828831003164,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
1,1,1,1.2878468935078735,1,1,1.5566046602504149,2.126493629666464,0,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False
0,1,1,1.2064119479518456,1,1,-1.346348589255772,-0.37846118888502167,0,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,1,-1.1959189459509803,1,1,-0.008696977434088779,-0.9290356372315275,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1,0,0,0.9621071112837616,1,0,1.5200477217906923,1.7029238868918708,0,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False
0,0,0,0.5549323835036216,1,0,-0.3028141641327695,0.1796399547343417,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
0,1,1,-0.9923315820609102,1,0,-0.3360477445506995,-0.794460091546447,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,-0.09654718094460228,1,1,0.33194722184969394,-0.07531857047614926,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0,1,1,0.5142149107256077,1,1,-1.2915131815661876,-0.4702824567298527,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,0,1,-1.2773538915070082,1,1,0.4848216917721718,-0.9723196531554972,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,1,1,-0.8701791637268682,0,0,-0.4723054242642126,-0.7577757292488247,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,1,0,-1.0330490548389242,1,1,0.3452406540168661,-0.7879928724410299,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0.39206249239156565,1,1,1.297382732990561,0.9030193804744009,0,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,1,0,0.6770848018376636,1,1,-1.4826062689692852,-0.5776647807839639,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,0,-0.9516141092828962,1,1,1.1478316211098758,-0.601767863593232,0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
0,1,0,0.1070401829454677,1,1,-0.08679589141622437,-0.029341719293268897,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
0,1,1,0.6363673290596497,1,0,-1.4659894787603203,-0.5407376218646365,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,1,1,0.5549323835036216,1,1,-1.489252985052871,-0.5980817694273458,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,1,0,-0.1372646537226163,0,0,-1.0306295752854369,-0.5618167831126686,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,1,1,-0.09654718094460228,1,0,0.574552358900583,0.12726210170650895,0,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1,0,0,-1.2773538915070082,1,0,0.3302855428287975,-0.9743723882299129,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0,1,1,1.3692818390639017,1,1,0.6393578407155466,1.5151979534735325,0,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True
0,0,0,1.3285643662858877,1,1,1.5383261910205535,2.1300252168912652,0,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False
0,0,0,1.6135866757319857,1,1,1.2010053497785642,2.2854371272026723,0,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
0,0,0,-0.8294616909488542,1,1,0.4715282596050001,-0.5979714073265707,1,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,1,1.5728692029539715,1,1,0.06940193654804658,1.0889574478601836,0,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
0,0,0,-1.114484000394952,1,0,-1.4526960465931482,-0.957089683248542,1,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,0.7992372201717056,1,0,-1.4543577256140447,-0.5185769120290089,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,1,0,-0.3001345448346723,1,1,1.121244756775532,0.10267342565383074,1,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,0,-1.2773538915070082,1,0,-1.4809445899483886,-0.998431326198871,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,1,1,-1.2773538915070082,1,0,-1.5058697752618362,-0.9987624125011961,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,0,0,0.2291926012795097,1,0,1.0049272253127768,0.5843377782764033,0,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False
1,1,0,1.3692818390639017,0,0,-0.6384733263538628,0.32902609434343216,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False
0,1,0,1.4507167846199296,1,1,1.5034309315817271,2.3528904431963755,1,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,0,0,-1.114484000394952,0,0,-1.3446869102348757,-0.9631154539508591,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1,1,1.6135866757319857,1,1,1.3090144861368367,2.216571176319049,0,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False
0,0,0,-0.015112235388574289,0,0,-1.150270464789985,-0.5978389728056407,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0,0,0.4327799651695797,1,0,0.9833253980411222,0.7237030391351205,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True
0,1,1,1.6135866757319857,1,0,-1.5075314542827327,-0.4055440484152158,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,1,0,0.9213896385057476,1,1,1.0630859910441544,1.3053554550598765,1,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,0.7992372201717056,1,0,-0.22637692917153032,0.33564782038993435,0,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
0,0,0,0.4327799651695797,1,1,0.8935947309127115,0.7381825467568052,0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
1,1,0,0.1884751285014957,1,1,0.39010598758107146,0.2587916534101985,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,1,1.2878468935078735,0,1,-0.33770942357159595,0.5039500240718662,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False
0,1,1,-1.1959189459509803,1,0,0.833774286160437,-0.8976928006114169,0,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,0.1477576557234817,0,0,-1.1203602424138481,-0.5101231751096411,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,1,1,-0.9108966365048822,1,1,1.1794035225069095,-0.5373605415809203,1,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,0.3513450196135517,1,0,-1.4659894787603203,-0.6386729500924044,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,1,1,-0.21869959927864427,1,1,0.6792381372170627,-0.05752819983121337,0,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
0,1,1,0.9621071112837616,1,1,1.164448411318841,1.427438010937223,0,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False
0,0,0,-1.0737665276169381,1,0,-1.4643277997394235,-0.9575752764919521,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,-1.1959189459509803,1,1,0.3203154687034186,-0.9060141030098546,1,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,1,-1.0330490548389242,1,0,-0.46732038720152297,-0.8526871359153567,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,1,1,-1.1552014731729663,1,0,-1.4593427626767341,-0.9795814793864945,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,0.02560523738943971,1,1,0.8038640637843003,0.32920267370467227,0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
1,0,0,-0.21869959927864427,1,1,0.4416180372288629,-0.06463551912112572,1,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,1,0,1.6135866757319857,1,1,-1.369612095548323,-0.24631360941699204,0,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,0,-1.2773538915070082,1,0,-1.4958997011364572,-0.998629977980266,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,1.5728692029539715,0,1,-0.27622729979842536,0.7519778093536849,0,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False
0,0,0,-0.7887442181708402,1,1,0.7041633225305103,-0.47070183271279775,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,1,1,-0.3001345448346723,0,1,-0.20477510189987586,-0.344006141023055,1,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False
0,0,0,1.4099993118419156,1,0,-0.4723054242642126,0.4318173550053018,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0,0,0,-1.2773538915070082,0,1,-0.9741324885749557,-0.9916992380515937,1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,0,-1.2366364187289942,1,0,-0.6783536228553786,-0.9714809011896068,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,0.4327799651695797,1,1,-1.2981598976497735,-0.4828195913778969,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,0,-0.38156949039070026,1,1,0.34025561695417644,-0.22223259902787892,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,1,1.2878468935078735,1,0,-1.4809445899483886,-0.44328788688027854,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,1,1.0028245840617755,1,1,-1.5008847381991466,-0.49061115569261454,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,1,0,-1.2773538915070082,1,1,0.18904282605259493,-0.9762485439430885,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,1,1,1.6135866757319857,1,1,0.7739538414081631,1.8292443474389786,0,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,0,0,-0.9923315820609102,1,0,0.21230633234514604,-0.7585261915340948,1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,1,0,1.1656944751738316,1,1,1.2059903868412534,1.6286501930702708,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False
0,0,0,1.2878468935078735,1,1,0.6493279148409256,1.3274940924753493,0,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
1,1,0,1.5728692029539715,1,0,-1.356318663381151,-0.23207689841701223,0,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,1,1,1.3285643662858877,1,1,1.1395232260053934,1.8252933842312318,0,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False
0,0,0,-1.1959189459509803,1,0,-1.5008847381991466,-0.9802657244112998,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,0,-1.2773538915070082,1,1,-0.6351499683120697,-0.9871964643399721,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,-0.09654718094460228,1,0,-0.008696977434088779,-0.15537523837836134,0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False
0,1,1,-0.7073092726148122,1,1,0.1574709246555613,-0.5343807648599942,0,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True
0,1,1,-0.9923315820609102,1,1,0.1258990232585277,-0.7582171776519249,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
0,0,0,-1.0330490548389242,1,0,1.0049272253127768,-0.7179791557093462,1,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
0,1,1,1.5321517301759575,1,1,1.4419488078085567,2.4935800492643927,0,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False
0,1,1,1.2064119479518456,1,0,0.7091483595931994,1.294915200326558,0,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
0,1,1,-1.0737665276169381,1,0,-1.4975613801573535,-0.957244190189627,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,1,1,-0.7480267453928262,1,1,0.5363337414199637,-0.49844686484764217,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,0,-0.4222869631687143,1,1,0.6443428777782363,-0.20305166591317741,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,1,1,-0.4222869631687143,1,0,-1.4826062689692852,-0.8219843994797413,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
